learned_rewards,hydrogen_sold,hydrogen_stored,electricity_sold,loss_power
-10.0,0.0,0.0,0.0,80.0
-10.0,0.0,0.0,314.6131591796875,0.3868408203125
-10.0,0.0,0.0,204.8873291015625,277.6314697265625
-10.0,0.0,0.0,0.0,586.0510864257812
-10.0,0.0,164.09429931640625,0.0,0.0
9.440414365663116,0.0,164.09429931640625,160.47894287109375,0.0
9.440414365663116,0.0,164.09429931640625,258.11627197265625,0.0
9.889698219890755,246.15121459960938,61.53129577636719,147.481201171875,0.0
0.9790607251477363,147.67510986328125,0.0,43.94889450073242,0.0
5.059938594723314,0.0,12.30569076538086,0.0,0.0
-10.0,29.533658981323242,41.294734954833984,0.0,0.0
9.440414365663116,0.0,41.294734954833984,315.0,0.0
-10.0,0.0,41.294734954833984,0.0,482.518798828125
7.85630723938844,0.0,157.54782104492188,170.86151123046875,0.0
-10.0,0.0,321.6421203613281,0.0,0.0
7.85630723938844,589.648681640625,211.06045532226562,0.0,0.0
-10.0,0.0,211.06045532226562,0.0,315.0
9.440414365663116,410.6212158203125,39.968292236328125,147.481201171875,0.0
0.9790607251477363,95.92390441894531,0.0,43.94889450073242,0.0
-10.0,0.0,0.0,0.0,43.94889450073242
9.440414365663116,0.0,41.294734954833984,0.0,0.0
-10.0,0.0,129.49473571777344,0.0,0.0
-10.0,310.787353515625,135.1052703857422,0.0,0.0
7.85630723938844,0.0,200.00706481933594,354.25897216796875,0.0
-10.0,120.88777923583984,149.6371612548828,0.0,586.0510864257812
-10.0,208.18162536621094,62.89482116699219,0.0,482.518798828125
8.738608359775755,0.0,151.09481811523438,0.0,0.0
-10.0,362.6275634765625,0.0,63.126068115234375,84.35513305664062
0.9790607251477363,0.0,0.0,43.94889450073242,0.0
0.9790607251477363,0.0,0.0,43.94889450073242,0.0
0.9790607251477363,0.0,0.0,147.481201171875,0.0
-10.0,0.0,0.0,0.0,315.0
8.738608359775755,0.0,90.7188720703125,158.5228271484375,0.0
-10.0,217.7252960205078,0.0,139.96771240234375,446.0833740234375
-10.0,0.0,0.0,128.09930419921875,457.9517822265625
9.889698219890755,0.0,64.90703582763672,250.7079620361328,0.0
9.440414365663116,0.0,125.68205261230469,97.94635009765625,0.0
7.85630723938844,0.0,166.97679138183594,0.0,0.0
9.440414365663116,0.0,179.28248596191406,0.0,0.0
9.440414365663116,0.0,179.28248596191406,43.94889450073242,0.0
-10.0,194.61744689941406,98.19188690185547,0.0,147.481201171875
-10.0,0.0,186.39187622070312,0.0,0.0
-10.0,0.0,321.49713134765625,0.0,0.0
0.9790607251477363,0.0,321.49713134765625,61.15120315551758,0.0
-10.0,0.0,485.5914306640625,0.0,0.0
-10.0,74.93444061279297,500.0,0.0,0.0
-10.0,0.0,500.0,315.0,0.0
-10.0,0.0,500.0,147.481201171875,0.0
-10.0,0.0,500.0,0.0,0.0
-10.0,0.0,500.0,0.0,43.94889450073242
-10.0,326.8284912109375,363.82147216796875,0.0,147.481201171875
-10.0,0.0,452.021484375,0.0,0.0
-10.0,0.0,500.0,0.0,0.0
-10.0,468.26385498046875,304.89007568359375,0.0,586.0510864257812
-10.0,513.79345703125,90.80947875976562,0.0,586.0510864257812
7.85630723938844,0.0,145.97900390625,285.48480224609375,0.0
7.85630723938844,50.35652542114258,213.19711303710938,0.0,0.0
-10.0,0.0,213.19711303710938,0.0,147.481201171875
7.85630723938844,0.0,213.19711303710938,43.94889450073242,0.0
7.85630723938844,0.0,213.19711303710938,43.94889450073242,0.0
9.889698219890755,314.7829284667969,123.33230590820312,0.0,0.0
9.440414365663116,0.0,163.57489013671875,171.27650451660156,0.0
7.85630723938844,0.0,196.14730834960938,366.188720703125,0.0
-10.0,470.7535095214844,164.09429931640625,0.0,0.0
9.889698219890755,393.8263244628906,123.18315887451172,146.11123657226562,0.0
-10.0,191.74232482910156,43.29052734375,0.0,482.518798828125
0.9790607251477363,103.89727020263672,0.0,315.0,0.0
9.440414365663116,0.0,41.294734954833984,0.0,0.0
9.440414365663116,0.0,41.294734954833984,43.94889450073242,0.0
0.9790607251477363,99.10736083984375,0.0,43.94889450073242,0.0
-10.0,0.0,0.0,59.17021179199219,88.31098937988281
-10.0,0.0,88.19999694824219,0.0,0.0
9.889698219890755,211.6799774169922,135.1052703857422,0.0,0.0
9.440414365663116,0.0,179.57456970214844,427.2321472167969,0.0
-10.0,0.0,179.57456970214844,0.0,586.0510864257812
-10.0,0.0,314.6798400878906,0.0,0.0
1e-05,0.0,402.87982177734375,0.0,0.0
-10.0,258.35699462890625,295.2310791015625,0.0,147.481201171875
8.738608359775755,446.0511474609375,109.37643432617188,43.94889450073242,0.0
7.85630723938844,228.6593017578125,26.407421112060547,0.0,0.0
7.85630723938844,0.0,26.407421112060547,147.481201171875,0.0
9.440414365663116,0.0,114.607421875,0.0,0.0
-10.0,275.0578308105469,135.1052703857422,0.0,0.0
8.738608359775755,324.2526550292969,151.5362548828125,44.85015869140625,0.0
9.440414365663116,330.0067443847656,178.12774658203125,0.0,0.0
-10.0,0.0,178.12774658203125,0.0,482.518798828125
9.440414365663116,0.0,178.12774658203125,315.0,0.0
9.440414365663116,0.0,178.12774658203125,147.481201171875,0.0
8.738608359775755,274.2870788574219,76.14715576171875,0.0,0.0
8.738608359775755,0.0,76.14715576171875,43.94889450073242,0.0
9.440414365663116,182.753173828125,41.294734954833984,0.0,0.0
9.440414365663116,0.0,41.294734954833984,315.0,0.0
9.889698219890755,0.0,65.69142150878906,395.3877868652344,0.0
-10.0,0.0,65.69142150878906,0.0,586.0510864257812
-10.0,0.0,65.69142150878906,0.0,586.0510864257812
7.85630723938844,124.7076644897461,148.83517456054688,0.0,0.0
-10.0,357.2044372558594,0.0,0.0,315.0
-10.0,0.0,0.0,103.37274169921875,44.10845947265625
0.9790607251477363,0.0,0.0,43.94889450073242,0.0
0.9790607251477363,0.0,0.0,43.94889450073242,0.0
8.738608359775755,0.0,18.89091682434082,80.01364135742188,0.0
8.738608359775755,0.0,18.89091682434082,315.0,0.0
-10.0,45.33820343017578,0.0,423.8253173828125,58.6934814453125
-10.0,0.0,164.09429931640625,0.0,0.0
5.059938594723314,155.376708984375,263.44830322265625,0.0,0.0
-10.0,0.0,263.44830322265625,0.0,482.518798828125
6.015878299005999,0.0,328.69818115234375,81.96469116210938,0.0
-10.0,0.0,328.69818115234375,0.0,147.481201171875
7.85630723938844,416.5323181152344,167.44874572753906,0.0,0.0
9.440414365663116,0.0,179.7544403076172,0.0,0.0
7.85630723938844,0.0,221.04917907714844,0.0,0.0
-10.0,175.25015258789062,148.02828979492188,0.0,315.0
5.059938594723314,0.0,268.8829650878906,50.894927978515625,0.0
6.015878299005999,356.4710693359375,284.4476623535156,0.0,0.0
6.015878299005999,0.0,284.4476623535156,586.0510864257812,0.0
6.015878299005999,83.81610107421875,249.5242919921875,482.518798828125,0.0
-10.0,0.0,337.72430419921875,0.0,0.0
0.9790607251477363,0.0,379.01904296875,0.0,0.0
-10.0,269.2864074707031,266.8163757324219,0.0,43.94889450073242
7.85630723938844,263.755615234375,156.918212890625,43.94889450073242,0.0
-10.0,0.0,156.918212890625,0.0,147.481201171875
-10.0,0.0,156.918212890625,0.0,315.0
9.889698219890755,183.45188903808594,215.585205078125,0.0,0.0
9.889698219890755,0.0,215.585205078125,586.0510864257812,0.0
9.889698219890755,0.0,215.585205078125,586.0510864257812,0.0
6.015878299005999,426.2583923339844,173.08282470703125,0.0,0.0
-10.0,385.1414489746094,12.607223510742188,0.0,315.0
0.9790607251477363,30.25733757019043,0.0,147.481201171875,0.0
-10.0,0.0,0.0,0.0,43.94889450073242
0.9790607251477363,0.0,0.0,43.94889450073242,0.0
9.440414365663116,0.0,41.294734954833984,0.0,0.0
9.440414365663116,0.0,41.294734954833984,315.0,0.0
-10.0,99.10736083984375,0.0,29.59857177734375,452.92022705078125
-10.0,0.0,164.09429931640625,0.0,0.0
-10.0,0.0,164.09429931640625,141.92617797851562,444.1249084472656
9.440414365663116,0.0,164.09429931640625,191.6353759765625,0.0
7.85630723938844,43.60162353515625,145.9269561767578,315.0,0.0
-10.0,350.2247009277344,0.0,139.85809326171875,7.62310791015625
5.059938594723314,0.0,12.30569076538086,0.0,0.0
0.9790607251477363,29.533658981323242,0.0,43.94889450073242,0.0
0.9790607251477363,0.0,0.0,147.481201171875,0.0
-10.0,0.0,0.0,66.46560668945312,248.53439331054688
0.9790607251477363,0.0,0.0,152.8968048095703,0.0
-10.0,0.0,164.09429931640625,0.0,0.0
-10.0,393.8263244628906,164.09429931640625,0.0,0.0
5.059938594723314,0.0,228.06776428222656,254.04212951660156,0.0
-10.0,0.0,316.26776123046875,0.0,0.0
6.015878299005999,447.5830383300781,171.069580078125,0.0,0.0
5.059938594723314,410.5669860839844,12.30569076538086,0.0,0.0
5.059938594723314,0.0,12.30569076538086,43.94889450073242,0.0
5.059938594723314,0.0,12.30569076538086,147.481201171875,0.0
7.85630723938844,29.533658981323242,28.175315856933594,214.37387084960938,0.0
7.85630723938844,0.0,28.175315856933594,482.296875,0.0
-10.0,67.62075805664062,0.0,0.0,586.0510864257812
-10.0,0.0,0.0,105.02191162109375,481.0291748046875
-10.0,0.0,0.0,0.0,482.518798828125
0.9790607251477363,0.0,0.0,315.0,0.0
0.9790607251477363,0.0,0.0,147.481201171875,0.0
-10.0,0.0,0.0,0.0,43.94889450073242
-10.0,0.0,0.0,0.0,43.94889450073242
0.9790607251477363,0.0,0.0,147.481201171875,0.0
9.889698219890755,0.0,88.19999694824219,0.0,0.0
-10.0,211.6799774169922,135.1052703857422,0.0,0.0
9.889698219890755,0.0,135.1052703857422,123.68070220947266,0.0
-10.0,324.2526550292969,164.09429931640625,0.0,0.0
-10.0,0.0,164.09429931640625,0.0,482.518798828125
8.738608359775755,327.3468322753906,115.89979553222656,0.0,0.0
-10.0,0.0,115.89979553222656,0.0,147.481201171875
9.440414365663116,0.0,128.2054901123047,0.0,0.0
8.738608359775755,110.52581787109375,94.45875549316406,0.0,0.0
8.738608359775755,0.0,94.45875549316406,147.481201171875,0.0
8.738608359775755,0.0,182.65875244140625,0.0,0.0
-10.0,210.0924835205078,95.12022399902344,0.0,482.518798828125
-10.0,0.0,95.12022399902344,0.0,586.0510864257812
8.738608359775755,228.2885284423828,117.6939468383789,165.715576171875,0.0
-10.0,282.4654846191406,0.0,0.0,482.518798828125
-10.0,0.0,0.0,0.0,315.0
9.440414365663116,0.0,41.294734954833984,0.0,0.0
-10.0,0.0,41.294734954833984,0.0,43.94889450073242
9.440414365663116,0.0,41.294734954833984,43.94889450073242,0.0
0.9790607251477363,99.10736083984375,0.0,147.481201171875,0.0
0.9790607251477363,0.0,0.0,315.0,0.0
-10.0,0.0,0.0,373.4749755859375,109.0438232421875
-10.0,0.0,0.0,219.8985595703125,366.15252685546875
-10.0,0.0,0.0,413.8645935058594,172.18649291992188
9.889698219890755,0.0,82.07332611083984,189.3997802734375,0.0
9.889698219890755,0.0,82.07332611083984,315.0,0.0
9.889698219890755,0.0,123.36805725097656,0.0,0.0
9.889698219890755,0.0,123.36805725097656,43.94889450073242,0.0
9.889698219890755,0.0,123.36805725097656,43.94889450073242,0.0
-10.0,0.0,123.36805725097656,0.0,147.481201171875
-10.0,0.0,211.56805419921875,0.0,0.0
-10.0,0.0,211.56805419921875,0.0,482.518798828125
7.85630723938844,0.0,211.56805419921875,58.06466293334961,0.0
-10.0,188.49493408203125,133.02850341796875,0.0,586.0510864257812
-10.0,319.2684020996094,135.1052703857422,0.0,0.0
-10.0,0.0,135.1052703857422,0.0,315.0
